Ensembl	Gene	ID	Gene	Start	(bp)	Gene	End	(bp)	Ensembl	Transcript	ID	Transcript	Start	(bp)	Transcript	End	(bp)	Transcription	Start	Site	(TSS)	Ensembl	Exon	ID	Exon	Chr	Start	(bp)	Exon	Chr	End	(bp)	Exon	Rank	in	Transcript	cDNA	coding	start	cDNA	coding	end	Genomic	coding	start	Genomic	coding	end
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00001801749	2679444	2679796	42	5092	5444	2679444	2679796
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00001781867	2682550	2682678	44	5550	5678	2682550	2682678
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00001661355	2685736	2685842	45	5679	5785	2685736	2685842
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00001650793	2686166	2686269	46	5786	5889	2686166	2686269
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00001782094	2688447	2688779	47	5890	6222	2688447	2688779
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00000997423	2597437	2597496	21	2794	2853	2597437	2597496
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00001539466	2053563	2053611	1	1	49	2053563	2053611
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00001724521	2690900	2691293	48	6223	6522	2690900	2691199
ENSG00000151067	1970786	2697950	ENST00000327702	2053563	2691293	2053563	ENSE00000997443	2681950	2682054	43	5445	5549	2681950	2682054
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00000936250	2115224	2115545	2	50	371	2115224	2115545
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001633479	2120325	2120430	3	372	477	2120325	2120430
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00000997453	2448976	2449115	4	478	617	2448976	2449115
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001788509	2457567	2457706	5	618	757	2457567	2457706
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001677895	2486104	2486262	6	758	916	2486104	2486262
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001773383	2493190	2493386	7	917	1113	2493190	2493386
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00000997448	2504842	2504945	8	1114	1217	2504842	2504945
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003674611	2512812	2512984	9	1218	1390	2512812	2512984
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003641511	2549943	2550033	10	1391	1481	2549943	2550033
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003520036	2556951	2556977	11	1482	1508	2556951	2556977
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003671284	2566422	2566582	12	1509	1669	2566422	2566582
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001631163	2567569	2567794	13	1670	1895	2567569	2567794
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001796396	2581590	2581797	14	1896	2103	2581590	2581797
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001730572	2582822	2582942	15	2104	2224	2582822	2582942
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003745309	2584503	2584617	16	2225	2339	2584503	2584617
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003711924	2585376	2585496	17	2340	2460	2585376	2585496
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003749463	2585835	2585904	18	2461	2530	2585835	2585904
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003712132	2593213	2593345	19	2531	2663	2593213	2593345
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001692129	2595874	2596003	20	2664	2793	2595874	2596003
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001638034	2601854	2601960	22	2854	2960	2601854	2601960
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001768958	2605081	2605168	23	2961	3048	2605081	2605168
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001661913	2605679	2605786	24	3049	3156	2605679	2605786
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001723402	2606611	2606663	25	3157	3209	2606611	2606663
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001695663	2606984	2607130	26	3210	3356	2606984	2607130
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003733926	2608511	2608712	27	3357	3558	2608511	2608712
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003625447	2610541	2610699	28	3559	3717	2610541	2610699
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001647420	2611903	2612013	29	3718	3828	2611903	2612013
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001600371	2634297	2634380	31	3913	3996	2634297	2634380
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003340133	2651640	2651768	32	3997	4125	2651640	2651768
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003668328	2653835	2653900	33	4126	4191	2653835	2653900
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001624188	2655147	2655238	34	4192	4283	2655147	2655238
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001624503	2664825	2664990	35	4284	4449	2664825	2664990
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001660805	2665581	2665708	36	4450	4577	2665581	2665708
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001623462	2666686	2666782	37	4578	4674	2666686	2666782
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003629104	2668933	2669035	38	4675	4777	2668933	2669035
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003538674	2674541	2674642	39	4778	4879	2674541	2674642
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00003576212	2677094	2677221	40	4880	5007	2677094	2677221
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001627598	2677733	2677867	41	5008	5142	2677733	2677867
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001801749	2679444	2679796	42	5143	5495	2679444	2679796
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001781867	2682550	2682678	43	5496	5624	2682550	2682678
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001661355	2685736	2685842	44	5625	5731	2685736	2685842
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001650793	2686166	2686269	45	5732	5835	2686166	2686269
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001782094	2688447	2688779	46	5836	6168	2688447	2688779
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00000997423	2597437	2597496	21	2794	2853	2597437	2597496
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001539466	2053563	2053611	1	1	49	2053563	2053611
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00001724521	2690900	2691293	47	6169	6468	2690900	2691199
ENSG00000151067	1970786	2697950	ENST00000399629	2053563	2691293	2053563	ENSE00000997431	2633629	2633712	30	3829	3912	2633629	2633712
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00000936250	2115224	2115545	2	50	371	2115224	2115545
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001633479	2120325	2120430	3	372	477	2120325	2120430
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00000997453	2448976	2449115	4	478	617	2448976	2449115
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001788509	2457567	2457706	5	618	757	2457567	2457706
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001677895	2486104	2486262	6	758	916	2486104	2486262
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001773383	2493190	2493386	7	917	1113	2493190	2493386
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00000997448	2504842	2504945	8	1114	1217	2504842	2504945
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003674611	2512812	2512984	9	1218	1390	2512812	2512984
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003641511	2549943	2550033	10	1391	1481	2549943	2550033
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003520036	2556951	2556977	11	1482	1508	2556951	2556977
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003671284	2566422	2566582	12	1509	1669	2566422	2566582
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001631163	2567569	2567794	13	1670	1895	2567569	2567794
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001796396	2581590	2581797	14	1896	2103	2581590	2581797
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001730572	2582822	2582942	15	2104	2224	2582822	2582942
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003745309	2584503	2584617	16	2225	2339	2584503	2584617
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003711924	2585376	2585496	17	2340	2460	2585376	2585496
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003749463	2585835	2585904	18	2461	2530	2585835	2585904
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003712132	2593213	2593345	19	2531	2663	2593213	2593345
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001692129	2595874	2596003	20	2664	2793	2595874	2596003
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001785119	2597230	2597289	21	2794	2853	2597230	2597289
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001638034	2601854	2601960	22	2854	2960	2601854	2601960
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001768958	2605081	2605168	23	2961	3048	2605081	2605168
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001661913	2605679	2605786	24	3049	3156	2605679	2605786
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001723402	2606611	2606663	25	3157	3209	2606611	2606663
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001695663	2606984	2607130	26	3210	3356	2606984	2607130
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003733926	2608511	2608712	27	3357	3558	2608511	2608712
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003625447	2610541	2610699	28	3559	3717	2610541	2610699
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001647420	2611903	2612013	29	3718	3828	2611903	2612013
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001600371	2634297	2634380	30	3829	3912	2634297	2634380
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003575728	2648475	2648507	31	3913	3945	2648475	2648507
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003668328	2653835	2653900	33	4141	4206	2653835	2653900
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001624188	2655147	2655238	34	4207	4298	2655147	2655238
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001624503	2664825	2664990	35	4299	4464	2664825	2664990
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001660805	2665581	2665708	36	4465	4592	2665581	2665708
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001623462	2666686	2666782	37	4593	4689	2666686	2666782
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003629104	2668933	2669035	38	4690	4792	2668933	2669035
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00003576212	2677094	2677221	40	4952	5079	2677094	2677221
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001627598	2677733	2677867	41	5080	5214	2677733	2677867
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001801749	2679444	2679796	42	5215	5567	2679444	2679796
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001781867	2682550	2682678	43	5568	5696	2682550	2682678
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001661355	2685736	2685842	44	5697	5803	2685736	2685842
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001650793	2686166	2686269	45	5804	5907	2686166	2686269
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001782094	2688447	2688779	46	5908	6240	2688447	2688779
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001539466	2053563	2053611	1	1	49	2053563	2053611
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001649790	2674484	2674642	39	4793	4951	2674484	2674642
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001724521	2690900	2691293	47	6241	6540	2690900	2691199
ENSG00000151067	1970786	2697950	ENST00000344100	2053563	2691293	2053563	ENSE00001614005	2651574	2651768	32	3946	4140	2651574	2651768
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00000936250	2115224	2115545	2	50	371	2115224	2115545
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001633479	2120325	2120430	3	372	477	2120325	2120430
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00000997453	2448976	2449115	4	478	617	2448976	2449115
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001788509	2457567	2457706	5	618	757	2457567	2457706
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001677895	2486104	2486262	6	758	916	2486104	2486262
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001773383	2493190	2493386	7	917	1113	2493190	2493386
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00000997448	2504842	2504945	8	1114	1217	2504842	2504945
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003674611	2512812	2512984	9	1218	1390	2512812	2512984
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003641511	2549943	2550033	10	1391	1481	2549943	2550033
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003520036	2556951	2556977	11	1482	1508	2556951	2556977
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003671284	2566422	2566582	12	1509	1669	2566422	2566582
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001631163	2567569	2567794	13	1670	1895	2567569	2567794
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001796396	2581590	2581797	14	1896	2103	2581590	2581797
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001730572	2582822	2582942	15	2104	2224	2582822	2582942
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003745309	2584503	2584617	16	2225	2339	2584503	2584617
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003711924	2585376	2585496	17	2340	2460	2585376	2585496
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003749463	2585835	2585904	18	2461	2530	2585835	2585904
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003712132	2593213	2593345	19	2531	2663	2593213	2593345
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001692129	2595874	2596003	20	2664	2793	2595874	2596003
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001638034	2601854	2601960	22	2854	2960	2601854	2601960
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001768958	2605081	2605168	23	2961	3048	2605081	2605168
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001661913	2605679	2605786	24	3049	3156	2605679	2605786
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001723402	2606611	2606663	25	3157	3209	2606611	2606663
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001695663	2606984	2607130	26	3210	3356	2606984	2607130
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003733926	2608511	2608712	27	3357	3558	2608511	2608712
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003625447	2610541	2610699	28	3559	3717	2610541	2610699
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001647420	2611903	2612013	29	3718	3828	2611903	2612013
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001600371	2634297	2634380	30	3829	3912	2634297	2634380
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003575728	2648475	2648507	31	3913	3945	2648475	2648507
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003340133	2651640	2651768	32	3946	4074	2651640	2651768
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003668328	2653835	2653900	33	4075	4140	2653835	2653900
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001624188	2655147	2655238	34	4141	4232	2655147	2655238
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001624503	2664825	2664990	35	4233	4398	2664825	2664990
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001660805	2665581	2665708	36	4399	4526	2665581	2665708
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001623462	2666686	2666782	37	4527	4623	2666686	2666782
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003629104	2668933	2669035	38	4624	4726	2668933	2669035
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003538674	2674541	2674642	39	4727	4828	2674541	2674642
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00003576212	2677094	2677221	40	4829	4956	2677094	2677221
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001627598	2677733	2677867	41	4957	5091	2677733	2677867
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001801749	2679444	2679796	42	5092	5444	2679444	2679796
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001781867	2682550	2682678	43	5445	5573	2682550	2682678
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001661355	2685736	2685842	44	5574	5680	2685736	2685842
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001650793	2686166	2686269	45	5681	5784	2686166	2686269
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001782094	2688447	2688779	46	5785	6117	2688447	2688779
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00000997423	2597437	2597496	21	2794	2853	2597437	2597496
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001539466	2053563	2053611	1	1	49	2053563	2053611
ENSG00000151067	1970786	2697950	ENST00000399601	2053563	2691293	2053563	ENSE00001724521	2690900	2691293	47	6118	6417	2690900	2691199
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00000936250	2115224	2115545	2	50	371	2115224	2115545
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001633479	2120325	2120430	3	372	477	2120325	2120430
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00000997453	2448976	2449115	4	478	617	2448976	2449115
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001788509	2457567	2457706	5	618	757	2457567	2457706
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001677895	2486104	2486262	6	758	916	2486104	2486262
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001773383	2493190	2493386	7	917	1113	2493190	2493386
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00000997448	2504842	2504945	8	1114	1217	2504842	2504945
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003674611	2512812	2512984	9	1218	1390	2512812	2512984
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003641511	2549943	2550033	10	1391	1481	2549943	2550033
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003520036	2556951	2556977	11	1482	1508	2556951	2556977
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003671284	2566422	2566582	12	1509	1669	2566422	2566582
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001631163	2567569	2567794	13	1670	1895	2567569	2567794
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001796396	2581590	2581797	14	1896	2103	2581590	2581797
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001730572	2582822	2582942	15	2104	2224	2582822	2582942
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003745309	2584503	2584617	16	2225	2339	2584503	2584617
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003711924	2585376	2585496	17	2340	2460	2585376	2585496
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003749463	2585835	2585904	18	2461	2530	2585835	2585904
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003712132	2593213	2593345	19	2531	2663	2593213	2593345
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001692129	2595874	2596003	20	2664	2793	2595874	2596003
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001785119	2597230	2597289	21	2794	2853	2597230	2597289
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001638034	2601854	2601960	23	2914	3020	2601854	2601960
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001768958	2605081	2605168	24	3021	3108	2605081	2605168
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001661913	2605679	2605786	25	3109	3216	2605679	2605786
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001723402	2606611	2606663	26	3217	3269	2606611	2606663
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001695663	2606984	2607130	27	3270	3416	2606984	2607130
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003733926	2608511	2608712	28	3417	3618	2608511	2608712
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003625447	2610541	2610699	29	3619	3777	2610541	2610699
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001647420	2611903	2612013	30	3778	3888	2611903	2612013
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001600371	2634297	2634380	31	3889	3972	2634297	2634380
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003575728	2648475	2648507	32	3973	4005	2648475	2648507
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003340133	2651640	2651768	33	4006	4134	2651640	2651768
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003668328	2653835	2653900	34	4135	4200	2653835	2653900
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001624188	2655147	2655238	35	4201	4292	2655147	2655238
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001624503	2664825	2664990	36	4293	4458	2664825	2664990
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001660805	2665581	2665708	37	4459	4586	2665581	2665708
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001623462	2666686	2666782	38	4587	4683	2666686	2666782
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003629104	2668933	2669035	39	4684	4786	2668933	2669035
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003538674	2674541	2674642	40	4787	4888	2674541	2674642
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00003576212	2677094	2677221	41	4889	5016	2677094	2677221
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001627598	2677733	2677867	42	5017	5151	2677733	2677867
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001801749	2679444	2679796	43	5152	5504	2679444	2679796
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001781867	2682550	2682678	44	5505	5633	2682550	2682678
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001661355	2685736	2685842	45	5634	5740	2685736	2685842
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001650793	2686166	2686269	46	5741	5844	2686166	2686269
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001782094	2688447	2688779	47	5845	6177	2688447	2688779
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00000997423	2597437	2597496	22	2854	2913	2597437	2597496
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001539466	2053563	2053611	1	1	49	2053563	2053611
ENSG00000151067	1970786	2697950	ENST00000399606	2053563	2691293	2053563	ENSE00001724521	2690900	2691293	48	6178	6477	2690900	2691199
